country_code,survey_year,survey_acronym,survey_coverage,reporting_level,name,value
DEU,2019,GSOEP-LIS,national,national,decile2,0.048346412
DEU,2020,GSOEP-LIS,national,national,decile2,0.048352890008
DJI,2002,EDAM,national,national,decile2,0.037087497118
DJI,2012,EDAM,national,national,decile2,0.030137957505
DJI,2013,EDAM,national,national,decile2,0.032197833067
DJI,2017,EDAM,national,national,decile2,0.034545746769
DNK,1987,LM-LIS,national,national,decile2,0.057861589932
DNK,1992,LM-LIS,national,national,decile2,0.060336627593
DNK,1995,LM-LIS,national,national,decile2,0.062090706154
DNK,2000,LM-LIS,national,national,decile2,0.060630979369
DNK,2003,EU-SILC,national,national,decile2,0.058508335586
DNK,2004,EU-SILC,national,national,decile2,0.05934372399
DNK,2005,EU-SILC,national,national,decile2,0.058890467303
DNK,2006,EU-SILC,national,national,decile2,0.058429320582
DNK,2007,EU-SILC,national,national,decile2,0.05852155323
DNK,2008,EU-SILC,national,national,decile2,0.058967824104
DNK,2009,EU-SILC,national,national,decile2,0.056987792268
DNK,2010,EU-SILC,national,national,decile2,0.05580531237
DNK,2011,EU-SILC,national,national,decile2,0.05643448368
DNK,2012,EU-SILC,national,national,decile2,0.05666678965
DNK,2013,EU-SILC,national,national,decile2,0.055352154617
DNK,2014,EU-SILC,national,national,decile2,0.056411556599
DNK,2015,EU-SILC,national,national,decile2,0.056771270229
DNK,2016,EU-SILC,national,national,decile2,0.055650624016
DNK,2017,EU-SILC,national,national,decile2,0.054631869895
DNK,2018,EU-SILC,national,national,decile2,0.05546438247
DNK,2019,EU-SILC,national,national,decile2,0.056973279562
DNK,2020,EU-SILC,national,national,decile2,0.05643578152
DNK,2021,EU-SILC,national,national,decile2,0.055149623842
DOM,1986,ENGSLF,national,national,decile2,0.02546829183
DOM,1989,ENGSLF,national,national,decile2,0.025292733343
DOM,1992,ICS,national,national,decile2,0.02718233059
DOM,1996,ENFT,national,national,decile2,0.028282605234
DOM,1997,ENFT,national,national,decile2,0.026601364197
DOM,2000,ENFT,national,national,decile2,0.024810151122
DOM,2001,ENFT,national,national,decile2,0.026168625162
DOM,2002,ENFT,national,national,decile2,0.02517021537
DOM,2003,ENFT,national,national,decile2,0.025008707454
DOM,2004,ENFT,national,national,decile2,0.024868842687
DOM,2005,ENFT,national,national,decile2,0.02616805575
DOM,2006,ENFT,national,national,decile2,0.025055016979
DOM,2007,ENFT,national,national,decile2,0.027872885822
DOM,2008,ENFT,national,national,decile2,0.028534183551
DOM,2009,ENFT,national,national,decile2,0.027912116861
DOM,2010,ENFT,national,national,decile2,0.028446461094
DOM,2011,ENFT,national,national,decile2,0.029752194028
DOM,2012,ENFT,national,national,decile2,0.030633627553
DOM,2013,ENFT,national,national,decile2,0.029678258149
DOM,2014,ENFT,national,national,decile2,0.031522207689
DOM,2015,ENFT,national,national,decile2,0.031389250996
DOM,2016,ENFT,national,national,decile2,0.0304352362
DOM,2017,ECNFT-Q03,national,national,decile2,0.036428103677
DOM,2018,ECNFT-Q03,national,national,decile2,0.035300821463
DOM,2019,ECNFT-Q03,national,national,decile2,0.036538743883
DOM,2020,ECNFT-Q03,national,national,decile2,0.038442279056
DOM,2021,ECNFT-Q03,national,national,decile2,0.03986757346
DOM,2022,ECNFT-Q03,national,national,decile2,0.040295594274
DZA,1988,EDCM,national,national,decile2,0.040209232782
DZA,1995,ENMNV,national,national,decile2,0.040942316823
DZA,2011,ENCNVM,national,national,decile2,0.053145605567
ECU,1987,EPED,urban,urban,decile2,0.022508339953
ECU,1994,ECV,national,national,decile2,0.023389879457
ECU,1995,EPED,urban,urban,decile2,0.027121314788
ECU,1998,EPED,urban,urban,decile2,0.02657404429
ECU,1999,ECV,national,national,decile2,0.01854061232
ECU,2000,EPED,national,national,decile2,0.021040604284
ECU,2003,ENEMDU,national,national,decile2,0.022243663328
ECU,2004,ENEMDU,national,national,decile2,0.022284439816
ECU,2005,ENEMDU,national,national,decile2,0.021945246756
ECU,2006,ENEMDU,national,national,decile2,0.024268488306
ECU,2007,ENEMDU,national,national,decile2,0.023336662631
ECU,2008,ENEMDU,national,national,decile2,0.0255420598
ECU,2009,ENEMDU,national,national,decile2,0.027315833441
ECU,2010,ENEMDU,national,national,decile2,0.02718252116
ECU,2011,ENEMDU,national,national,decile2,0.029303549608
ECU,2012,ENEMDU,national,national,decile2,0.028668224817
ECU,2013,ENEMDU,national,national,decile2,0.029122599171
ECU,2014,ENEMDU,national,national,decile2,0.030803755361
ECU,2015,ENEMDU,national,national,decile2,0.029957680126
ECU,2016,ENEMDU,national,national,decile2,0.030979902384
ECU,2017,ENEMDU,national,national,decile2,0.031036233755
ECU,2018,ENEMDU,national,national,decile2,0.029913446026
ECU,2019,ENEMDU,national,national,decile2,0.029442573031
ECU,2020,ENEMDU,national,national,decile2,0.027618520656
ECU,2021,ENEMDU,national,national,decile2,0.030192091914
ECU,2022,ENEMDU,national,national,decile2,0.030106759376
ECU,2023,ENEMDU,national,national,decile2,0.03016438032
EGY,1990,HIECS,national,national,decile2,0.048662946057
EGY,1995,HIECS,national,national,decile2,0.052339501503
EGY,1999,HIECS,national,national,decile2,0.050943775564
EGY,2004,HIECS,national,national,decile2,0.051085139068
EGY,2008,HIECS,national,national,decile2,0.05252530339
EGY,2010,HIECS,national,national,decile2,0.053250811768
EGY,2012,HIECS,national,national,decile2,0.055829776633
EGY,2015,HIECS,national,national,decile2,0.05202704996
EGY,2017,HIECS,national,national,decile2,0.051641961223
EGY,2019,HIECS,national,national,decile2,0.051450192557
ESP,1980,HBS-LIS,national,national,decile2,0.043775688545
ESP,1985,HBS-LIS,national,national,decile2,0.04469566818
ESP,1990,HBS-LIS,national,national,decile2,0.048082501263
ESP,1993,ECHP-LIS,national,national,decile2,0.04219736303
ESP,1994,ECHP-LIS,national,national,decile2,0.042547090636
ESP,1995,ECHP-LIS,national,national,decile2,0.042806960011
ESP,1996,ECHP-LIS,national,national,decile2,0.040416627679
ESP,1997,ECHP-LIS,national,national,decile2,0.04303976857
ESP,1998,ECHP-LIS,national,national,decile2,0.043132643161
ESP,1999,ECHP-LIS,national,national,decile2,0.045034784724
ESP,2000,ECHP-LIS,national,national,decile2,0.044397029315
ESP,2003,EU-SILC,national,national,decile2,0.0458775282
ESP,2004,EU-SILC,national,national,decile2,0.044419341993
ESP,2005,EU-SILC,national,national,decile2,0.045562306525
ESP,2006,EU-SILC,national,national,decile2,0.043949265778
ESP,2007,EU-SILC,national,national,decile2,0.043449523276
ESP,2008,EU-SILC,national,national,decile2,0.042671401945
ESP,2009,EU-SILC,national,national,decile2,0.041865102084
ESP,2010,EU-SILC,national,national,decile2,0.041926670141
ESP,2011,EU-SILC,national,national,decile2,0.040589445966
ESP,2012,EU-SILC,national,national,decile2,0.040860321494
ESP,2013,EU-SILC,national,national,decile2,0.038228442786
ESP,2014,EU-SILC,national,national,decile2,0.038705593265
ESP,2015,EU-SILC,national,national,decile2,0.03888046014
ESP,2016,EU-SILC,national,national,decile2,0.03945552661
ESP,2017,EU-SILC,national,national,decile2,0.041042888182
ESP,2018,EU-SILC,national,national,decile2,0.041130953386
ESP,2019,EU-SILC,national,national,decile2,0.041399981218
ESP,2020,EU-SILC,national,national,decile2,0.040610896338
ESP,2021,EU-SILC,national,national,decile2,0.042263212339
EST,1993,HIES,national,national,decile2,0.037944600267
EST,1995,HIES,national,national,decile2,0.047007138276
EST,1998,HIES,national,national,decile2,0.040002856959
EST,2000,HBS,national,national,decile2,0.042515223594
EST,2001,HBS,national,national,decile2,0.042968527338
EST,2002,HBS,national,national,decile2,0.042040758392
EST,2003,HBS,national,national,decile2,0.042946777922
EST,2003,EU-SILC,national,national,decile2,0.041052610034
EST,2004,HBS,national,national,decile2,0.042473406808
EST,2004,EU-SILC,national,national,decile2,0.046111227986
EST,2005,EU-SILC,national,national,decile2,0.046694322527
EST,2006,EU-SILC,national,national,decile2,0.047719789805
EST,2007,EU-SILC,national,national,decile2,0.049705643908
EST,2008,EU-SILC,national,national,decile2,0.048857385515
EST,2009,EU-SILC,national,national,decile2,0.048560031275
EST,2010,EU-SILC,national,national,decile2,0.046513988967
EST,2011,EU-SILC,national,national,decile2,0.047122972623
EST,2012,EU-SILC,national,national,decile2,0.047236937125
EST,2013,EU-SILC,national,national,decile2,0.044503872955
EST,2014,EU-SILC,national,national,decile2,0.045639386167
EST,2015,EU-SILC,national,national,decile2,0.047705841063
EST,2016,EU-SILC,national,national,decile2,0.049676769497
EST,2017,EU-SILC,national,national,decile2,0.050260808595
EST,2018,EU-SILC,national,national,decile2,0.04997619909
EST,2019,EU-SILC,national,national,decile2,0.050721792299
EST,2020,EU-SILC,national,national,decile2,0.050980197351
EST,2021,EU-SILC,national,national,decile2,0.049791163929
ETH,1981,HICES,rural,rural,decile2,0.049834120997
ETH,1995,HICES,national,national,decile2,0.037519174987
ETH,1999,HICES,national,national,decile2,0.052647069888
ETH,2004,HICES,national,national,decile2,0.05314550972
ETH,2010,HICES,national,national,decile2,0.048455918908
ETH,2015,HICES,national,national,decile2,0.044567774563
FIN,1987,IDS-LIS,national,national,decile2,0.062736833734
FIN,1991,IDS-LIS,national,national,decile2,0.062093883549
FIN,1995,IDS-LIS,national,national,decile2,0.061708661627
FIN,2000,IDS-LIS,national,national,decile2,0.055877099586
FIN,2003,EU-SILC,national,national,decile2,0.055102108978
FIN,2004,EU-SILC,national,national,decile2,0.055229603954
FIN,2005,EU-SILC,national,national,decile2,0.055148190186
FIN,2006,EU-SILC,national,national,decile2,0.054528978925
FIN,2007,EU-SILC,national,national,decile2,0.054326067527
FIN,2008,EU-SILC,national,national,decile2,0.055308396554
FIN,2009,EU-SILC,national,national,decile2,0.055127324763
FIN,2010,EU-SILC,national,national,decile2,0.054548999749
FIN,2011,EU-SILC,national,national,decile2,0.055044686759
FIN,2012,EU-SILC,national,national,decile2,0.055758142485
FIN,2013,EU-SILC,national,national,decile2,0.05498567605
FIN,2014,EU-SILC,national,national,decile2,0.055732683237
FIN,2015,EU-SILC,national,national,decile2,0.055589359572
FIN,2016,EU-SILC,national,national,decile2,0.055633447039
FIN,2017,EU-SILC,national,national,decile2,0.055432539403
FIN,2018,EU-SILC,national,national,decile2,0.055262551416
FIN,2019,EU-SILC,national,national,decile2,0.054679752505
FIN,2020,EU-SILC,national,national,decile2,0.056153880852
FIN,2021,EU-SILC,national,national,decile2,0.054620128771
FJI,2002,HIES,national,national,decile2,0.039721397931
FJI,2008,HIES,national,national,decile2,0.039577454244
FJI,2013,HIES,national,national,decile2,0.043782192497
FJI,2019,HIES,national,national,decile2,0.04908695934
FRA,1970,TIS-LIS,national,national,decile2,0.042173205412
FRA,1975,TIS-LIS,national,national,decile2,0.044424422283
FRA,1979,TIS-LIS,national,national,decile2,0.045319471641
FRA,1984,TIS-LIS,national,national,decile2,0.045937281392
FRA,1990,TIS-LIS,national,national,decile2,0.047219681259
FRA,1996,TSIS-LIS,national,national,decile2,0.04652943364
FRA,1997,TSIS-LIS,national,national,decile2,0.046815752172
FRA,1998,TSIS-LIS,national,national,decile2,0.047285458677
FRA,1999,TSIS-LIS,national,national,decile2,0.046557474129
FRA,2000,TSIS-LIS,national,national,decile2,0.046539798732
FRA,2001,TSIS-LIS,national,national,decile2,0.046642191616
FRA,2002,TSIS-LIS,national,national,decile2,0.047970783921
FRA,2003,EU-SILC,national,national,decile2,0.049489982483
FRA,2004,EU-SILC,national,national,decile2,0.050004525698
FRA,2005,EU-SILC,national,national,decile2,0.051074586215
FRA,2006,EU-SILC,national,national,decile2,0.050215010022
FRA,2007,EU-SILC,national,national,decile2,0.047939965011
FRA,2008,EU-SILC,national,national,decile2,0.047072267277
FRA,2009,EU-SILC,national,national,decile2,0.046862467692
FRA,2010,EU-SILC,national,national,decile2,0.046288929749
FRA,2011,EU-SILC,national,national,decile2,0.04710331464
FRA,2012,EU-SILC,national,national,decile2,0.047311208377
FRA,2013,EU-SILC,national,national,decile2,0.04795377848
FRA,2014,EU-SILC,national,national,decile2,0.048008737995
FRA,2015,EU-SILC,national,national,decile2,0.047725123717
FRA,2016,EU-SILC,national,national,decile2,0.04842806169
FRA,2017,EU-SILC,national,national,decile2,0.048683935192
FRA,2018,EU-SILC,national,national,decile2,0.048541747572
FRA,2019,EU-SILC,national,national,decile2,0.047743212793
FRA,2020,EU-SILC,national,national,decile2,0.048687814652
FRA,2021,EU-SILC,national,national,decile2,0.047398149766
FSM,2000,CPH,urban,urban,decile2,0.010296690473
FSM,2005,HIES,national,national,decile2,0.033174485031
FSM,2013,HIES,national,national,decile2,0.036668418934
GAB,2005,EGEP,national,national,decile2,0.035482353658
GAB,2017,EGEP,national,national,decile2,0.038056079875
GBR,1968,FES-LIS,national,national,decile2,0.056685182477
GBR,1969,FES-LIS,national,national,decile2,0.054820998518
GBR,1970,FES-LIS,national,national,decile2,0.055105597876
GBR,1971,FES-LIS,national,national,decile2,0.052558543749
GBR,1972,FES-LIS,national,national,decile2,0.05281533899
GBR,1973,FES-LIS,national,national,decile2,0.053561892189
GBR,1974,FES-LIS,national,national,decile2,0.053278494286
GBR,1975,FES-LIS,national,national,decile2,0.054357499793
GBR,1976,FES-LIS,national,national,decile2,0.054400476587
GBR,1977,FES-LIS,national,national,decile2,0.055516014118
GBR,1978,FES-LIS,national,national,decile2,0.054561715165
GBR,1979,FES-LIS,national,national,decile2,0.054843842846
GBR,1980,FES-LIS,national,national,decile2,0.053487655192
GBR,1981,FES-LIS,national,national,decile2,0.051030111374
GBR,1982,FES-LIS,national,national,decile2,0.050567636035
GBR,1983,FES-LIS,national,national,decile2,0.050736342364
GBR,1984,FES-LIS,national,national,decile2,0.051342119852
GBR,1985,FES-LIS,national,national,decile2,0.05017523512
GBR,1986,FES-LIS,national,national,decile2,0.048252930722
GBR,1987,FES-LIS,national,national,decile2,0.04569283093
GBR,1988,FES-LIS,national,national,decile2,0.045884868664
GBR,1989,FES-LIS,national,national,decile2,0.045855472375
GBR,1990,FES-LIS,national,national,decile2,0.042824587692
GBR,1991,FES-LIS,national,national,decile2,0.043494108539
GBR,1992,FES-LIS,national,national,decile2,0.043034635084
GBR,1993,FES-LIS,national,national,decile2,0.042538871875
GBR,1994,FRS-LIS,national,national,decile2,0.042597522584
GBR,1995,FRS-LIS,national,national,decile2,0.043034582629
GBR,1996,FRS-LIS,national,national,decile2,0.043043891857
GBR,1997,FRS-LIS,national,national,decile2,0.042461633488
GBR,1998,FRS-LIS,national,national,decile2,0.041943058162
GBR,1999,FRS-LIS,national,national,decile2,0.041566216191
GBR,2000,FRS-LIS,national,national,decile2,0.040788072425
GBR,2001,FRS-LIS,national,national,decile2,0.042077574465
GBR,2002,FRS-LIS,national,national,decile2,0.044239615365
GBR,2003,FRS-LIS,national,national,decile2,0.044322934157
GBR,2004,FRS-LIS,national,national,decile2,0.044330038776
GBR,2005,FRS-LIS,national,national,decile2,0.043321207205
GBR,2006,FRS-LIS,national,national,decile2,0.043143229922
GBR,2007,FRS-LIS,national,national,decile2,0.044057217627
GBR,2008,FRS-LIS,national,national,decile2,0.043227435431
GBR,2009,FRS-LIS,national,national,decile2,0.043808379932
GBR,2010,FRS-LIS,national,national,decile2,0.045628197816
GBR,2011,FRS-LIS,national,national,decile2,0.045797752639
GBR,2012,FRS-LIS,national,national,decile2,0.046064222373
GBR,2013,FRS-LIS,national,national,decile2,0.046223662932
GBR,2014,FRS-LIS,national,national,decile2,0.045509407226
GBR,2015,FRS-LIS,national,national,decile2,0.045223902286
GBR,2016,FRS-LIS,national,national,decile2,0.045607439541
GBR,2017,FRS-LIS,national,national,decile2,0.04578171258
GBR,2018,FRS-LIS,national,national,decile2,0.044737479485
GBR,2019,FRS-LIS,national,national,decile2,0.045542637925
GBR,2020,FRS-LIS,national,national,decile2,0.046355531627
GBR,2021,FRS-LIS,national,national,decile2,0.046681371769
GEO,1996,HIS,national,national,decile2,0.038023373703
GEO,1997,HIS,national,national,decile2,0.033494378305
GEO,1998,HIS,national,national,decile2,0.034771346085
GEO,1999,HIS,national,national,decile2,0.035250266301
GEO,2000,HIS,national,national,decile2,0.035694147647
GEO,2001,HIS,national,national,decile2,0.037896087646
GEO,2002,HIS,national,national,decile2,0.03976536441
GEO,2003,HIS,national,national,decile2,0.039763773107
GEO,2004,HIS,national,national,decile2,0.039678668771
GEO,2005,HIS,national,national,decile2,0.038992174678
GEO,2006,HIS,national,national,decile2,0.039858358341
GEO,2007,HIS,national,national,decile2,0.038733633739
GEO,2008,HIS,national,national,decile2,0.037957531789
GEO,2009,HIS,national,national,decile2,0.038714915407
GEO,2010,HIS,national,national,decile2,0.036065066252
GEO,2011,HIS,national,national,decile2,0.036128226677
GEO,2012,HIS,national,national,decile2,0.03704006746
GEO,2013,HIS,national,national,decile2,0.037915340991
GEO,2014,HIS,national,national,decile2,0.039462575608
GEO,2015,HIS,national,national,decile2,0.041161564543
